# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "2" "-p" "-a" "chr19.gtf" "-o" "raw_counts.txt" "sample1_sorted.bam" "sample2_sorted.bam" "control1_sorted.bam" "control2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	sample1_sorted.bam	sample2_sorted.bam	control1_sorted.bam	control2_sorted.bam
ENSMUSG00000024855	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5183186;5185148;5186721;5186740;5188506;5188958;5188958;5189308;5189308;5189308;5191188;5191188;5191188;5191526;5191577;5191635;5191635;5191635;5192272;5192272;5192272;5192272;5192272;5192544;5192544;5192544;5192544;5193379;5193379;5193379;5193379;5193379;5193803;5193803;5193803;5194828;5194828;5194828;5195099;5195099;5195099;5197155;5197155;5197155;5202302;5202302;5202302;5202688;5202688;5202688;5203692;5203692;5203692;5205717;5205717;5205717;5205884;5205884;5205884;5206385;5206385;5206385;5209996;5209996;5209996;5210072;5210428;5210746;5210746;5210746;5210746;5212277;5217952;5217952;5217952;5217952;5217952;5322567;5322567;5322567;5322567;5322567;5322952	5185053;5185267;5186947;5186947;5189093;5189093;5189093;5189350;5189350;5189350;5191230;5191230;5191230;5191737;5191737;5191737;5191737;5191737;5192382;5192382;5192698;5192382;5192382;5192698;5192698;5192698;5192698;5193527;5193458;5193485;5193485;5193485;5193907;5193907;5193907;5194963;5194963;5194963;5195214;5195214;5195214;5197235;5197235;5197235;5202395;5202395;5202395;5202848;5202848;5202848;5203751;5203751;5203751;5205797;5205797;5205797;5205975;5205975;5205975;5206529;5206529;5206529;5210121;5210121;5210121;5210121;5210835;5210835;5210835;5210835;5210835;5212352;5218039;5218039;5218039;5218039;5218039;5322735;5322835;5323130;5323056;5323147;5323135	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6027	578	1152	991	2047
ENSMUSG00002076406	19	5251226	5251331	-	106	1	2	1	0
ENSMUSG00000118104	19	5308778	5308990	+	213	0	0	0	1
ENSMUSG00000024853	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5323960;5323960;5324820;5324820;5325092;5325092;5329297;5329297;5329498;5329498;5329870;5329870;5333671;5333671;5333886;5333886;5334143;5334603;5336217;5336217;5336605;5336605;5336839;5336839;5337097;5337297;5337301;5337563;5337563;5337563;5337938;5337938;5337938;5338332;5338332;5338332;5341232;5341333;5341333;5341333;5341973;5343108;5343108;5343108;5344144;5344327;5344327;5344327;5345069;5345069;5345069;5345290;5345290;5345290	5324555;5324555;5325005;5325005;5325191;5325191;5329398;5329398;5329640;5329640;5329977;5329977;5333778;5333778;5333975;5334436;5334752;5334752;5336444;5336444;5336685;5336685;5336882;5336976;5337312;5337312;5337312;5337654;5337654;5337654;5338034;5338034;5338034;5338438;5338441;5338441;5341450;5341450;5341690;5341450;5344922;5343347;5343347;5343347;5344404;5344406;5344404;5344404;5345115;5345115;5345115;5345436;5345431;5345483	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6822	3228	4206	3652	5005
ENSMUSG00000118243	19	5345224	5346056	+	833	8	6	2	6
ENSMUSG00000047658	19;19;19	5348359;5352464;5356752	5348528;5352699;5358766	+;+;+	2421	638	920	1134	1424
ENSMUSG00000118009	19	5371634	5371826	+	193	0	0	0	0
ENSMUSG00000117807	19;19	5374042;5375629	5375272;5375851	+;+	1454	34	67	59	50
ENSMUSG00000038498	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5385769;5386226;5387657;5387657;5388742;5389020;5389020;5389496;5389496;5389743;5389743;5390020;5390020;5390243;5390243;5390405;5390405;5391463;5391463;5393909;5393909;5394155;5394155	5386702;5386702;5387863;5387863;5388855;5389173;5389173;5389587;5389587;5389886;5389886;5390083;5390083;5390315;5390315;5390465;5390465;5391538;5391538;5394023;5394023;5394230;5394308	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2188	0	0	0	0
ENSMUSG00000024846	19;19;19;19;19;19;19;19	5394733;5397885;5398425;5398425;5398464;5398675;5399123;5399123	5398077;5398077;5398607;5398550;5398550;5398756;5399385;5399602	-;-;-;-;-;-;-;-	4090	37	55	43	121
ENSMUSG00000118610	19;19;19	5409615;5410038;5410521	5409691;5410095;5410548	-;-;-	163	1	1	4	5
ENSMUSG00000025081	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	56814641;56814707;56814718;56819144;56819473;56819473;56819473;56822838;56822838;56822838;56822838;56826074;56826074;56826074;56826074;56827507;56827507;56827507;56827507;56829742;56829742;56829742;56829742;56830647;56830647;56830647;56830647;56830970;56830970;56830970;56830970;56831577;56831577;56831577;56831577;56832195;56832195;56832195;56832195;56833309;56833309;56833309;56833309;56837037;56837037;56837037;56837037;56837315;56837315;56837315;56837315;56838331;56838331;56838331;56838331;56839758;56839758;56839758;56839758;56840325;56840325;56840325;56840325;56843718;56843718;56843718;56843718;56844402;56844402;56844402;56844402;56846837;56846837;56846837;56846837;56848698;56848698;56848698;56848698;56850106;56850106;56850106;56850106;56852704;56852704;56852704;56852704;56854207;56854207;56854207;56854207;56854857;56854857;56854857;56854857;56854982;56854982;56854982;56854982;56857135;56857135;56857135;56857135	56814696;56814735;56814906;56819805;56819805;56819805;56819805;56822896;56822896;56822896;56822896;56826218;56826218;56826218;56826218;56827612;56827612;56827612;56827612;56829805;56829805;56829805;56829805;56830751;56830751;56830751;56830751;56831152;56831152;56831152;56831152;56831720;56831720;56831720;56831720;56832366;56832366;56832366;56832366;56833395;56833395;56833395;56833395;56837204;56837204;56837204;56837204;56837422;56837422;56837422;56837422;56838501;56838501;56838501;56838501;56839997;56839997;56839997;56839997;56840462;56840462;56840462;56840462;56843828;56843828;56843828;56843828;56844572;56844572;56844572;56844572;56847106;56847106;56847106;56847106;56848817;56848817;56848817;56848817;56850222;56850222;56850222;56850222;56852871;56852871;56852871;56852871;56854434;56854434;56854434;56854434;56854903;56854903;56854903;56854903;56855074;56855074;56855074;56855074;56858444;56858444;56858444;56858444	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5443	8	12	8	19
ENSMUSG00000024844	19;19;19;19;19;19;19;19;19;19;19	5414666;5414668;5414669;5414767;5415846;5415846;5415846;5416291;5416462;5416596;5416596	5415186;5415186;5415186;5415186;5415984;5415984;5415984;5416391;5416634;5416819;5417196	-;-;-;-;-;-;-;-;-;-;-	1496	798	799	1044	1036
ENSMUSG00000024841	19;19;19;19;19;19;19;19;19;19;19	5416769;5416973;5417050;5418086;5418086;5418450;5418450;5418645;5418645;5418923;5419954	5417238;5417238;5417238;5418758;5418304;5418558;5418558;5418753;5418713;5418970;5421554	+;+;+;+;+;+;+;+;+;+;+	2792	379	409	366	550
ENSMUSG00000025082	19;19;19;19;19;19;19;19;19;19;19;19;19;19	56862681;56869557;56873455;56875310;56882198;56886306;56889960;56890668;56891899;56893911;56894822;56897264;56898122;56899047	56863010;56869618;56873529;56875443;56882307;56886497;56890093;56890800;56891954;56894018;56895394;56897815;56898247;56900510	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4049	0	4	0	2
ENSMUSG00000039148	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5427551;5430087;5430129;5430248;5430248;5430248;5430466;5430466;5431009;5431009;5431238;5431238;5431694;5431989;5432214;5432517;5432743;5432968;5432968;5433183;5433183;5433648;5433963;5434192;5434398;5434646;5434741;5434851;5434851;5435491;5435491;5435500;5435840;5435840;5437868;5438343;5438343	5430163;5430163;5430163;5430530;5430369;5430369;5430555;5430555;5431144;5431144;5431348;5431328;5431781;5432099;5432387;5432885;5432885;5433101;5433101;5433274;5433307;5433854;5434105;5434291;5434475;5434751;5434751;5434977;5434977;5435546;5435546;5435897;5435897;5435897;5438043;5438615;5438731	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5902	108	136	463	355
ENSMUSG00000117959	19	5438364	5439629	+	1266	23	44	51	48
ENSMUSG00000039330	19;19;19;19;19;19;19;19;19;19;19;19	5440077;5440077;5440637;5440637;5440942;5440942;5444311;5444311;5449941;5450262;5451048;5452360	5440225;5440225;5440755;5440755;5441041;5441041;5444481;5444429;5450088;5450965;5451187;5452554	-;-;-;-;-;-;-;-;-;-;-;-	1726	0	1	1	2
ENSMUSG00000051133	19	5465593	5465787	-	195	184	191	180	234
ENSMUSG00000024914	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5472833;5472834;5472837;5472839;5472840;5472855;5472855;5472871;5472889;5473359;5473359;5473359;5473359;5473359;5473359;5473359;5473359;5473359;5473588;5473588;5473588;5473588;5473588;5473588;5473588;5473588;5473635;5473800;5473800;5473800;5473800;5473800;5473800;5473800;5473800;5474210;5474210;5474210;5474210;5474210;5474210;5474210;5474389;5474389;5474389;5474389;5474389;5474389;5474701;5474701;5474701;5474701;5474701	5473053;5473003;5473003;5473053;5473003;5473053;5473053;5473053;5473003;5473447;5473447;5473447;5473447;5473447;5473447;5473681;5473447;5473447;5473681;5473681;5473702;5473702;5473681;5473681;5473681;5473951;5473919;5473919;5474109;5473919;5473919;5473919;5473919;5473919;5474248;5474303;5474303;5474303;5474461;5474303;5474303;5474303;5474461;5474542;5474461;5474571;5474461;5474461;5474807;5474949;5474815;5475007;5474787	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1741	537	598	846	747
ENSMUSG00000047423	19;19;19;19	5475172;5475185;5475965;5475979	5475336;5475336;5477341;5477341	+;+;+;+	1542	269	420	391	575
ENSMUSG00002076078	19	5485928	5485993	+	66	0	0	0	1
ENSMUSG00000117771	19	5486026	5486753	+	728	347	291	348	453
ENSMUSG00000117845	19	5489377	5489549	-	173	10	1	1	0
ENSMUSG00000024912	19;19;19;19;19;19;19;19;19	5497575;5497733;5497903;5497949;5500188;5500188;5500188;5504441;5504920	5498083;5497806;5498083;5498083;5500548;5500379;5500289;5504548;5505974	+;+;+;+;+;+;+;+;+	2033	0	2	2	2
ENSMUSG00000095098	19;19;19	5503208;5503213;5507368	5507922;5507212;5507532	-;-;-	4715	664	802	1720	1001
ENSMUSG00000025083	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	56900793;56900793;56900793;56902557;56902557;56902557;56902802;56902802;56902802;56904104;56904104;56904104;56904494;56904494;56904494;56904756;56904756;56904756;56905558;56905558;56905558;56906414;56906414;56906414;56908809;56908809;56908809;56908830;56911367;56911367;56911367;56911367;56911965;56911965;56911965;56911965;56911972;56913499;56913499;56913499;56913499;56913499;56916681;56916681;56916681;56916681;56916681;56918488;56918488;56918488;56918488;56918530;56918689;56922149;56925667;56925667;56925667;56925667;56925667;56925667;56930907;56931877;56931877;56931877;56931877;56931877;56933137;56933137;56933137;56933137;56933137;56933137;56938570;56938570;56938570;56938570;56938570;56938570;56952262;56953229;56977476;56978413;56979359;56989352;56990682;56990682;56996583;56996583;56996583;56996583;56996583	56901840;56901840;56901840;56902685;56902685;56902685;56902995;56902995;56902995;56904259;56904259;56904259;56904674;56904674;56904674;56905004;56905004;56905004;56905669;56905669;56905669;56906559;56906559;56906559;56909020;56909020;56909020;56909020;56911471;56911471;56911471;56911471;56912049;56912049;56912049;56912049;56912049;56913588;56913588;56913588;56913588;56913588;56916860;56916985;56916860;56916860;56916860;56918693;56918693;56918693;56918693;56918693;56918693;56922232;56925670;56925757;56925757;56925757;56925757;56925757;56931971;56931971;56931971;56931971;56931971;56931971;56933211;56933211;56933211;56933211;56933211;56933211;56938698;56938698;56938698;56938698;56938698;56938698;56952304;56953291;56977810;56978524;56979559;56989478;56990735;56990735;56996640;56996660;56996660;56996642;56996630	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5675	173	162	177	289
ENSMUSG00000024911	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5510643;5510644;5510644;5510644;5510657;5510913;5510989;5510989;5510989;5510989;5510989;5511418;5511418;5511418;5511418;5511418;5512418;5512495;5512560;5512560;5512560;5512560;5512560;5512577;5513179;5513199;5513199;5513199;5513199;5513199;5513199;5513199;5513199;5513233;5513549;5513632;5513632;5513632;5513632;5513632;5513632;5513632;5513672;5513815;5513815;5513815;5513815;5513815;5513815;5513815;5513815;5514157;5514157;5514308;5514362;5514362;5514362;5514362;5514362;5514953;5514953;5514953;5514953;5514953	5510806;5510806;5510806;5510806;5510806;5511187;5511187;5511187;5513102;5511187;5511187;5511544;5511544;5511544;5511544;5511544;5512660;5512660;5512660;5512660;5512660;5512660;5512660;5512660;5513740;5513332;5513332;5513332;5513685;5513353;5513332;5513332;5513332;5513353;5513740;5513740;5514830;5513740;5513740;5513740;5513740;5514830;5513740;5514243;5513852;5513994;5514243;5513841;5513878;5513878;5514243;5514243;5514243;5514459;5514459;5514654;5514459;5514459;5514459;5515077;5515078;5515077;5515079;5515077	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4133	595	648	637	826
ENSMUSG00000024910	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5515071;5515268;5515268;5515271;5515558;5515558;5515558;5515558;5515666;5515736;5515833;5515833;5515833;5515833;5515833;5515833;5516048;5516048;5516048;5516048;5516048;5516048;5516259;5516259;5516259;5516259;5516417;5516417;5516417;5516609;5516609;5516609;5516696;5517051;5517051;5517051;5517866;5517866;5517866;5517866;5518431;5518431;5518431;5518431	5515479;5515479;5515479;5515479;5515758;5515758;5515758;5515758;5515758;5515758;5515897;5515897;5515897;5515897;5515897;5515897;5516339;5516173;5516353;5516173;5516138;5516173;5516339;5516339;5516513;5516513;5516480;5516513;5516513;5516763;5517164;5516763;5516763;5517164;5517164;5517164;5517950;5517950;5517950;5517950;5518526;5518535;5518529;5518516	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1887	8	12	9	0
ENSMUSG00000024909	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5523982;5524001;5524343;5524716;5524735;5524768;5524768;5524775;5524778;5524780;5524805;5524952;5525089;5525089;5525089;5525089;5525089;5525089;5525089;5525089;5525096;5525148;5525180;5525333;5525436;5525436;5525436;5525436;5525436;5525436;5525436;5525436;5525436;5525436;5525436;5525436;5525436;5525436;5526048;5526094;5526094;5526094;5526094;5526094;5526094;5526094;5526094;5526094;5526094;5526094;5526094;5527590;5527590;5527590;5527590;5527590;5527590;5527590;5527590;5527590;5527590;5527590;5527955;5527955;5527955;5527955;5527955;5527955;5527955;5527955;5527955;5527955;5528229;5528229;5528229;5528229;5528229;5528229;5528229;5528229;5528229;5528229;5528229;5530058;5530058;5530058;5530058;5530058;5530058;5530058;5530058;5530058;5530073;5530151;5530262;5530262;5530262;5530262;5530262;5530262;5530262;5530262;5530262;5530262;5530574;5530574;5530574;5530574;5530574;5530574;5530574;5530574;5530574;5530617;5531589;5531589;5531589;5531589;5531589;5531589;5531589;5531589;5531667	5524481;5524351;5524423;5524802;5524802;5524802;5524802;5524802;5525206;5524802;5525206;5525206;5525206;5525206;5525206;5525206;5525206;5525206;5525206;5525206;5525206;5525206;5525206;5525484;5525484;5525484;5525496;5525484;5525484;5525484;5525484;5525484;5525484;5525484;5525484;5525484;5525484;5525484;5526300;5526210;5526300;5526300;5526300;5526300;5526300;5526300;5526300;5526300;5526300;5526300;5526300;5527712;5527712;5527712;5528348;5527712;5527712;5527712;5527712;5527606;5527712;5527712;5528071;5528071;5528071;5528071;5528071;5528071;5528071;5528071;5528071;5528071;5528348;5528348;5528348;5528348;5528284;5528348;5528394;5528348;5528348;5528348;5528348;5530107;5530177;5530177;5530177;5530177;5530177;5530177;5530177;5530177;5530177;5530177;5530388;5530388;5530388;5530388;5530388;5530388;5530388;5530388;5530388;5530388;5530944;5530769;5530769;5530769;5530769;5530769;5530769;5530769;5530769;5530769;5531687;5532545;5532545;5531881;5531881;5531881;5532545;5532545;5531803	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3788	172	214	123	168
ENSMUSG00000024906	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5532373;5532860;5532868;5532879;5532881;5532882;5532883;5532886;5533136;5533136;5533136;5533136;5533136;5533136;5533136;5533136;5533483;5533483;5533483;5533483;5533483;5533483;5533483;5533483;5533663;5533663;5533663;5533663;5533663;5533718;5533958;5533958;5533958;5533958;5533958;5533958;5534141;5534141;5534141;5534141;5534141;5534141;5534240;5534887;5534887;5534887;5534887;5534887;5534887;5535067;5535067;5535067;5535067;5535067;5535286;5535286;5535286;5535286;5535286;5535516;5535516;5535516;5535516;5535516;5535654;5536057;5536057;5536057;5536057;5536308;5536308;5536308;5536308;5536308;5536515;5536515;5536515;5536515;5536515;5537053;5537053;5537053;5537053;5537053;5537496;5537790;5537790;5537790;5537790;5537790;5538016;5538016;5538016;5538016;5538016	5533057;5533057;5533057;5533057;5533057;5533057;5533057;5533057;5533249;5533219;5533219;5533249;5533219;5533219;5533219;5533219;5533586;5533586;5533586;5533693;5533586;5533586;5533601;5533586;5533791;5533995;5533693;5533791;5533693;5534053;5534053;5534053;5533991;5534053;5534053;5534053;5534257;5534257;5534182;5534257;5534257;5534257;5534257;5534984;5534913;5534984;5534984;5534984;5534984;5535188;5535188;5535188;5535188;5535188;5535381;5535381;5535381;5535381;5535381;5535653;5535653;5536142;5535653;5535653;5535838;5536142;5536142;5536142;5536142;5536376;5536376;5536376;5536376;5536376;5536616;5536616;5536616;5536616;5536616;5537135;5537135;5537135;5537135;5537135;5537919;5537944;5537919;5537963;5537919;5537919;5538339;5538294;5538313;5538430;5538044	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3567	237	283	326	484
ENSMUSG00000117966	19	5538772	5539226	-	455	0	0	0	0
ENSMUSG00000056201	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	5540483;5540513;5540544;5540593;5542525;5542525;5542525;5542525;5543183;5543183;5543183;5543409;5543409;5543521;5543529	5540630;5540630;5540630;5540630;5542832;5542832;5543173;5542832;5543607;5543259;5543259;5543518;5545229;5543526;5544057	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2844	11859	14971	17330	19794
